CMDLINE C:\Python310\python.exe main.py
MEM 194.144531 1721427575.8688
MEM 194.144531 1721427575.9788
MEM 194.144531 1721427576.0889
MEM 193.281250 1721427576.1995
MEM 194.144531 1721427576.3099
MEM 194.144531 1721427576.4219
MEM 194.144531 1721427576.5339
MEM 194.156250 1721427576.6459
MEM 194.160156 1721427576.7555
MEM 193.296875 1721427576.8675
MEM 194.160156 1721427576.9789
MEM 194.160156 1721427577.0882
MEM 194.175781 1721427577.1965
MEM 193.312500 1721427577.3084
MEM 194.175781 1721427577.4179
MEM 194.175781 1721427577.5299
MEM 194.175781 1721427577.6404
MEM 194.179688 1721427577.7484
MEM 194.179688 1721427577.8579
MEM 194.179688 1721427577.9669
MEM 194.179688 1721427578.0789
MEM 194.179688 1721427578.1879
MEM 194.179688 1721427578.2989
MEM 194.160156 1721427578.4099
MEM 194.160156 1721427578.5209
MEM 194.160156 1721427578.6308
MEM 194.160156 1721427578.7410
MEM 194.164062 1721427578.8528
MEM 194.164062 1721427578.9644
MEM 194.164062 1721427579.0753
MEM 193.300781 1721427579.1860
MEM 194.164062 1721427579.2939
MEM 194.164062 1721427579.4039
MEM 194.164062 1721427579.5159
MEM 194.164062 1721427579.6258
MEM 194.164062 1721427579.7379
MEM 194.167969 1721427579.8479
MEM 194.167969 1721427579.9599
MEM 194.167969 1721427580.0719
MEM 194.167969 1721427580.1839
MEM 194.167969 1721427580.2958
MEM 194.167969 1721427580.4079
MEM 193.304688 1721427580.5199
MEM 194.167969 1721427580.6308
MEM 194.167969 1721427580.7400
MEM 194.171875 1721427580.8492
MEM 193.734375 1721427580.9572
MEM 194.171875 1721427581.0658
MEM 194.171875 1721427581.1758
MEM 194.171875 1721427581.2853
MEM 194.171875 1721427581.3923
MEM 194.171875 1721427581.5003
MEM 194.171875 1721427581.6093
MEM 194.171875 1721427581.7207
MEM 194.175781 1721427581.8327
MEM 194.175781 1721427581.9447
MEM 193.312500 1721427582.0567
MEM 194.175781 1721427582.1667
MEM 194.175781 1721427582.2787
MEM 194.175781 1721427582.3887
MEM 194.175781 1721427582.4987
MEM 194.175781 1721427582.6107
MEM 194.175781 1721427582.7207
MEM 194.175781 1721427582.8302
MEM 193.316406 1721427582.9422
MEM 194.179688 1721427583.0532
MEM 194.179688 1721427583.1632
MEM 194.179688 1721427583.2742
MEM 193.316406 1721427583.3842
MEM 194.179688 1721427583.4962
MEM 194.179688 1721427583.6082
MEM 194.179688 1721427583.7173
MEM 194.179688 1721427583.8283
MEM 194.183594 1721427583.9403
MEM 194.183594 1721427584.0523
MEM 194.183594 1721427584.1612
MEM 193.320312 1721427584.2703
MEM 194.183594 1721427584.3803
MEM 194.183594 1721427584.4923
MEM 194.183594 1721427584.6043
MEM 194.195312 1721427584.7153
MEM 194.195312 1721427584.8253
MEM 194.199219 1721427584.9373
MEM 194.199219 1721427585.0493
MEM 194.199219 1721427585.1593
MEM 194.199219 1721427585.2688
MEM 193.343750 1721427585.3807
MEM 194.207031 1721427585.4927
MEM 194.207031 1721427585.6047
MEM 194.207031 1721427585.7127
MEM 194.207031 1721427585.8227
MEM 194.210938 1721427585.9312
MEM 194.210938 1721427586.0427
MEM 194.210938 1721427586.1547
MEM 194.210938 1721427586.2662
MEM 194.210938 1721427586.3762
MEM 194.183594 1721427586.4882
MEM 193.320312 1721427586.6002
MEM 194.183594 1721427586.7122
MEM 194.183594 1721427586.8242
MEM 194.183594 1721427586.9347
MEM 194.187500 1721427587.0447
MEM 194.187500 1721427587.1547
MEM 194.187500 1721427587.2647
MEM 194.187500 1721427587.3736
MEM 194.187500 1721427587.4842
MEM 194.187500 1721427587.5952
MEM 193.324219 1721427587.7072
MEM 194.187500 1721427587.8176
MEM 194.187500 1721427587.9282
MEM 194.191406 1721427588.0402
MEM 194.191406 1721427588.1522
MEM 194.191406 1721427588.2630
MEM 194.191406 1721427588.3712
MEM 194.191406 1721427588.4832
MEM 193.328125 1721427588.5931
MEM 194.191406 1721427588.7030
MEM 194.191406 1721427588.8122
MEM 194.191406 1721427588.9230
MEM 193.332031 1721427589.0330
MEM 194.195312 1721427589.1402
MEM 194.195312 1721427589.2522
MEM 194.195312 1721427589.3592
MEM 193.332031 1721427589.4690
MEM 194.195312 1721427589.5791
MEM 194.195312 1721427589.6902
MEM 194.195312 1721427589.8002
MEM 194.195312 1721427589.9117
MEM 194.199219 1721427590.0230
MEM 194.199219 1721427590.1322
MEM 194.199219 1721427590.2432
MEM 194.199219 1721427590.3551
MEM 194.199219 1721427590.4649
MEM 193.335938 1721427590.5721
MEM 194.199219 1721427590.6811
MEM 194.199219 1721427590.7910
MEM 194.199219 1721427590.9011
MEM 194.199219 1721427591.0091
MEM 194.203125 1721427591.1191
MEM 194.203125 1721427591.2271
MEM 194.203125 1721427591.3372
MEM 194.207031 1721427591.4492
MEM 194.207031 1721427591.5611
MEM 194.207031 1721427591.6728
MEM 194.207031 1721427591.7811
MEM 193.343750 1721427591.8901
MEM 194.207031 1721427592.0021
MEM 194.210938 1721427592.1141
MEM 194.210938 1721427592.2261
MEM 194.214844 1721427592.3351
MEM 194.214844 1721427592.4442
MEM 194.214844 1721427592.5540
MEM 194.214844 1721427592.6621
MEM 194.214844 1721427592.7712
MEM 194.214844 1721427592.8811
MEM 194.226562 1721427592.9911
MEM 194.230469 1721427593.1021
MEM 194.230469 1721427593.2116
MEM 194.230469 1721427593.3235
MEM 193.367188 1721427593.4351
MEM 194.230469 1721427593.5455
MEM 194.246094 1721427593.6565
MEM 194.246094 1721427593.7655
MEM 194.246094 1721427593.8731
MEM 194.246094 1721427593.9851
MEM 194.246094 1721427594.0971
MEM 194.250000 1721427594.2070
MEM 194.250000 1721427594.3170
MEM 194.250000 1721427594.4270
MEM 194.250000 1721427594.5370
MEM 194.250000 1721427594.6480
MEM 194.230469 1721427594.7580
MEM 194.230469 1721427594.8650
MEM 194.230469 1721427594.9740
MEM 194.230469 1721427595.0841
MEM 194.234375 1721427595.1940
MEM 194.234375 1721427595.3041
MEM 194.234375 1721427595.4160
MEM 194.234375 1721427595.5260
MEM 194.234375 1721427595.6360
MEM 194.234375 1721427595.7480
MEM 193.371094 1721427595.8572
MEM 194.234375 1721427595.9672
MEM 193.371094 1721427596.0760
MEM 194.238281 1721427596.1880
MEM 194.238281 1721427596.3000
MEM 194.238281 1721427596.4110
MEM 194.238281 1721427596.5230
MEM 194.238281 1721427596.6344
MEM 194.238281 1721427596.7464
MEM 194.238281 1721427596.8564
MEM 193.375000 1721427596.9664
MEM 194.238281 1721427597.0780
MEM 194.242188 1721427597.1890
MEM 194.242188 1721427597.2990
MEM 194.242188 1721427597.4090
MEM 194.242188 1721427597.5210
MEM 194.242188 1721427597.6284
MEM 194.242188 1721427597.7399
MEM 194.242188 1721427597.8510
MEM 194.242188 1721427597.9630
MEM 194.242188 1721427598.0729
MEM 194.242188 1721427598.1829
MEM 193.382812 1721427598.2949
MEM 194.246094 1721427598.4069
MEM 194.246094 1721427598.5189
MEM 194.246094 1721427598.6309
MEM 194.246094 1721427598.7409
MEM 194.246094 1721427598.8529
MEM 194.246094 1721427598.9629
MEM 193.382812 1721427599.0719
MEM 194.246094 1721427599.1819
MEM 194.250000 1721427599.2929
MEM 193.386719 1721427599.4029
MEM 194.250000 1721427599.5149
MEM 194.250000 1721427599.6249
MEM 194.250000 1721427599.7359
MEM 194.250000 1721427599.8469
MEM 194.250000 1721427599.9589
MEM 194.250000 1721427600.0709
MEM 194.250000 1721427600.1829
MEM 194.253906 1721427600.2909
MEM 193.390625 1721427600.4029
MEM 194.253906 1721427600.5099
MEM 194.253906 1721427600.6171
MEM 194.253906 1721427600.7291
MEM 193.390625 1721427600.8391
MEM 194.253906 1721427600.9511
MEM 194.253906 1721427601.0629
MEM 194.265625 1721427601.1749
MEM 194.269531 1721427601.2869
MEM 194.269531 1721427601.3989
MEM 194.269531 1721427601.5109
MEM 194.269531 1721427601.6229
MEM 194.277344 1721427601.7329
MEM 194.277344 1721427601.8449
MEM 194.277344 1721427601.9568
MEM 194.277344 1721427602.0689
MEM 194.277344 1721427602.1798
MEM 194.277344 1721427602.2903
MEM 193.417969 1721427602.4013
MEM 194.281250 1721427602.5098
MEM 194.281250 1721427602.6189
MEM 194.281250 1721427602.7278
MEM 194.281250 1721427602.8359
MEM 194.253906 1721427602.9459
MEM 194.253906 1721427603.0558
MEM 194.253906 1721427603.1643
MEM 194.253906 1721427603.2758
MEM 194.257812 1721427603.3868
MEM 194.257812 1721427603.4958
MEM 194.257812 1721427603.6053
MEM 194.257812 1721427603.7139
MEM 194.257812 1721427603.8218
MEM 194.257812 1721427603.9333
MEM 194.257812 1721427604.0428
MEM 194.257812 1721427604.1509
MEM 194.257812 1721427604.2628
MEM 193.398438 1721427604.3728
MEM 194.261719 1721427604.4818
MEM 194.261719 1721427604.5938
MEM 194.261719 1721427604.7049
MEM 194.261719 1721427604.8148
MEM 194.261719 1721427604.9248
MEM 194.261719 1721427605.0368
MEM 194.261719 1721427605.1468
MEM 194.261719 1721427605.2588
MEM 194.261719 1721427605.3708
MEM 193.402344 1721427605.4808
MEM 194.265625 1721427605.5892
MEM 194.265625 1721427605.7008
MEM 194.265625 1721427605.8108
MEM 194.265625 1721427605.9210
MEM 194.265625 1721427606.0312
MEM 194.265625 1721427606.1428
MEM 194.265625 1721427606.2550
MEM 194.265625 1721427606.3652
MEM 194.269531 1721427606.4752
MEM 194.269531 1721427606.5866
MEM 194.269531 1721427606.6972
MEM 193.406250 1721427606.8072
MEM 194.269531 1721427606.9172
MEM 194.269531 1721427607.0267
MEM 194.269531 1721427607.1382
MEM 194.269531 1721427607.2497
MEM 194.269531 1721427607.3617
MEM 194.273438 1721427607.4732
MEM 193.410156 1721427607.5852
MEM 194.273438 1721427607.6972
MEM 194.273438 1721427607.8072
MEM 194.273438 1721427607.9191
MEM 194.273438 1721427608.0301
MEM 194.273438 1721427608.1407
MEM 194.273438 1721427608.2521
MEM 194.273438 1721427608.3642
MEM 194.277344 1721427608.4742
MEM 194.277344 1721427608.5861
MEM 194.277344 1721427608.6962
MEM 194.277344 1721427608.8060
MEM 193.414062 1721427608.9161
MEM 194.277344 1721427609.0261
MEM 194.277344 1721427609.1377
MEM 194.277344 1721427609.2477
MEM 194.289062 1721427609.3597
MEM 194.289062 1721427609.4701
MEM 194.292969 1721427609.5811
MEM 194.292969 1721427609.6931
MEM 194.292969 1721427609.8051
MEM 194.292969 1721427609.9151
MEM 194.308594 1721427610.0221
MEM 194.308594 1721427610.1321
MEM 194.308594 1721427610.2431
MEM 194.308594 1721427610.3516
MEM 193.570312 1721427610.4621
MEM 194.312500 1721427610.5740
MEM 194.312500 1721427610.6861
MEM 194.312500 1721427610.7971
MEM 194.312500 1721427610.9081
MEM 194.312500 1721427611.0181
MEM 193.421875 1721427611.1301
MEM 194.285156 1721427611.2401
MEM 194.285156 1721427611.3511
MEM 194.285156 1721427611.4611
MEM 194.289062 1721427611.5710
MEM 194.289062 1721427611.6821
MEM 194.289062 1721427611.7910
MEM 194.289062 1721427611.9011
MEM 194.289062 1721427612.0123
MEM 194.289062 1721427612.1216
MEM 194.289062 1721427612.2329
MEM 194.289062 1721427612.3451
MEM 193.425781 1721427612.4541
MEM 194.292969 1721427612.5610
MEM 194.292969 1721427612.6680
MEM 194.292969 1721427612.7790
MEM 193.429688 1721427612.8910
MEM 194.292969 1721427613.0030
MEM 194.292969 1721427613.1150
MEM 194.292969 1721427613.2249
MEM 194.292969 1721427613.3370
MEM 194.292969 1721427613.4489
MEM 193.429688 1721427613.5600
MEM 194.296875 1721427613.6720
MEM 194.296875 1721427613.7840
MEM 194.296875 1721427613.8930
MEM 194.296875 1721427614.0040
MEM 194.296875 1721427614.1160
MEM 194.296875 1721427614.2240
MEM 194.296875 1721427614.3350
MEM 194.296875 1721427614.4470
MEM 193.433594 1721427614.5590
MEM 194.300781 1721427614.6680
MEM 194.300781 1721427614.7790
MEM 194.300781 1721427614.8910
MEM 193.437500 1721427615.0010
MEM 194.300781 1721427615.1130
MEM 194.300781 1721427615.2224
MEM 194.300781 1721427615.3340
MEM 194.300781 1721427615.4460
MEM 194.300781 1721427615.5560
MEM 194.304688 1721427615.6680
MEM 194.304688 1721427615.7800
MEM 194.304688 1721427615.8920
MEM 194.304688 1721427616.0020
MEM 194.304688 1721427616.1110
MEM 194.304688 1721427616.2209
MEM 194.304688 1721427616.3329
MEM 194.304688 1721427616.4445
MEM 194.304688 1721427616.5565
MEM 194.304688 1721427616.6660
MEM 194.304688 1721427616.7779
MEM 194.304688 1721427616.8885
MEM 193.441406 1721427617.0005
MEM 194.304688 1721427617.1109
MEM 194.304688 1721427617.2209
MEM 194.304688 1721427617.3289
MEM 194.304688 1721427617.4395
MEM 194.316406 1721427617.5509
MEM 194.316406 1721427617.6625
MEM 194.316406 1721427617.7705
MEM 194.316406 1721427617.8819
MEM 194.316406 1721427617.9929
MEM 194.316406 1721427618.1025
MEM 194.332031 1721427618.2145
MEM 193.468750 1721427618.3259
MEM 194.332031 1721427618.4359
MEM 194.332031 1721427618.5479
MEM 194.332031 1721427618.6599
MEM 194.332031 1721427618.7709
MEM 194.332031 1721427618.8829
MEM 194.332031 1721427618.9929
MEM 194.296875 1721427619.1029
MEM 194.285156 1721427619.2149
MEM 194.285156 1721427619.3259
MEM 194.265625 1721427619.4359
MEM 194.265625 1721427619.5459
MEM 193.402344 1721427619.6568
MEM 194.265625 1721427619.7684
MEM 194.265625 1721427619.8804
MEM 194.265625 1721427619.9917
MEM 194.265625 1721427620.1017
MEM 194.265625 1721427620.2127
MEM 194.265625 1721427620.3217
MEM 194.265625 1721427620.4337
MEM 194.265625 1721427620.5447
MEM 194.265625 1721427620.6537
MEM 194.265625 1721427620.7627
MEM 194.265625 1721427620.8737
MEM 193.402344 1721427620.9837
MEM 194.265625 1721427621.0958
MEM 194.265625 1721427621.2078
MEM 194.265625 1721427621.3198
MEM 194.265625 1721427621.4318
MEM 194.265625 1721427621.5438
MEM 194.265625 1721427621.6558
MEM 194.265625 1721427621.7638
MEM 194.265625 1721427621.8734
MEM 194.265625 1721427621.9854
MEM 193.402344 1721427622.0968
MEM 194.265625 1721427622.2078
MEM 194.265625 1721427622.3174
MEM 194.265625 1721427622.4258
MEM 194.265625 1721427622.5362
MEM 194.265625 1721427622.6482
MEM 194.265625 1721427622.7582
MEM 194.265625 1721427622.8692
MEM 194.265625 1721427622.9782
MEM 194.265625 1721427623.0862
MEM 194.265625 1721427623.1982
MEM 194.265625 1721427623.3073
MEM 194.265625 1721427623.4193
MEM 193.402344 1721427623.5298
MEM 194.265625 1721427623.6413
MEM 194.265625 1721427623.7533
MEM 194.265625 1721427623.8653
MEM 194.265625 1721427623.9773
MEM 194.265625 1721427624.0863
MEM 194.265625 1721427624.1973
MEM 194.265625 1721427624.3073
MEM 194.265625 1721427624.4183
MEM 194.265625 1721427624.5293
MEM 193.402344 1721427624.6393
MEM 194.265625 1721427624.7487
MEM 194.265625 1721427624.8603
MEM 194.265625 1721427624.9703
MEM 194.265625 1721427625.0803
MEM 194.265625 1721427625.1897
MEM 194.265625 1721427625.2993
MEM 194.265625 1721427625.4083
MEM 194.292969 1721427625.5173
MEM 193.429688 1721427625.6293
MEM 194.292969 1721427625.7387
MEM 194.300781 1721427625.8461
MEM 194.300781 1721427625.9581
MEM 193.437500 1721427626.0677
MEM 194.300781 1721427626.1782
MEM 194.300781 1721427626.2867
MEM 194.300781 1721427626.3953
MEM 194.312500 1721427626.5047
MEM 194.312500 1721427626.6143
MEM 194.312500 1721427626.7242
MEM 194.312500 1721427626.8343
MEM 194.312500 1721427626.9427
MEM 194.312500 1721427627.0547
MEM 193.449219 1721427627.1652
MEM 194.312500 1721427627.2772
MEM 194.312500 1721427627.3872
MEM 194.312500 1721427627.4970
MEM 194.285156 1721427627.6062
MEM 194.285156 1721427627.7177
MEM 194.285156 1721427627.8292
MEM 194.285156 1721427627.9412
MEM 194.285156 1721427628.0533
MEM 194.285156 1721427628.1642
MEM 193.421875 1721427628.2752
MEM 194.285156 1721427628.3862
MEM 194.285156 1721427628.4962
MEM 194.285156 1721427628.6082
MEM 194.285156 1721427628.7202
MEM 194.285156 1721427628.8302
MEM 194.285156 1721427628.9412
MEM 194.285156 1721427629.0482
MEM 194.285156 1721427629.1576
MEM 194.285156 1721427629.2691
MEM 194.285156 1721427629.3776
MEM 194.285156 1721427629.4876
MEM 193.421875 1721427629.5972
MEM 194.285156 1721427629.7072
MEM 194.285156 1721427629.8167
MEM 194.285156 1721427629.9287
MEM 194.285156 1721427630.0407
MEM 194.285156 1721427630.1527
MEM 194.285156 1721427630.2646
MEM 194.285156 1721427630.3732
MEM 194.285156 1721427630.4832
MEM 194.285156 1721427630.5941
MEM 193.421875 1721427630.7052
MEM 194.285156 1721427630.8171
MEM 194.285156 1721427630.9291
MEM 194.285156 1721427631.0411
MEM 194.285156 1721427631.1511
MEM 194.285156 1721427631.2626
MEM 194.285156 1721427631.3726
MEM 194.285156 1721427631.4846
MEM 194.285156 1721427631.5966
MEM 193.421875 1721427631.7086
MEM 194.285156 1721427631.8206
MEM 194.285156 1721427631.9326
MEM 194.285156 1721427632.0446
MEM 194.285156 1721427632.1561
MEM 194.285156 1721427632.2681
MEM 194.285156 1721427632.3801
MEM 194.285156 1721427632.4901
MEM 193.421875 1721427632.6021
MEM 194.285156 1721427632.7141
MEM 194.285156 1721427632.8261
MEM 194.285156 1721427632.9361
MEM 194.285156 1721427633.0421
MEM 194.285156 1721427633.1531
MEM 194.285156 1721427633.2645
MEM 194.285156 1721427633.3761
MEM 194.285156 1721427633.4861
MEM 194.285156 1721427633.5981
MEM 193.421875 1721427633.7081
MEM 194.285156 1721427633.8181
MEM 194.285156 1721427633.9281
MEM 194.296875 1721427634.0381
MEM 193.433594 1721427634.1465
MEM 194.296875 1721427634.2581
MEM 194.296875 1721427634.3701
MEM 194.296875 1721427634.4821
MEM 194.312500 1721427634.5899
MEM 194.312500 1721427634.6970
MEM 194.312500 1721427634.8061
MEM 194.312500 1721427634.9165
MEM 194.312500 1721427635.0280
MEM 194.312500 1721427635.1375
MEM 194.312500 1721427635.2470
MEM 194.312500 1721427635.3571
MEM 193.449219 1721427635.4650
MEM 194.312500 1721427635.5742
MEM 194.312500 1721427635.6850
MEM 194.292969 1721427635.7925
MEM 194.292969 1721427635.9020
MEM 194.292969 1721427636.0120
MEM 194.292969 1721427636.1240
MEM 194.292969 1721427636.2350
MEM 193.429688 1721427636.3455
MEM 194.292969 1721427636.4550
MEM 194.292969 1721427636.5670
MEM 194.292969 1721427636.6785
MEM 193.429688 1721427636.7880
MEM 194.292969 1721427636.9000
MEM 194.292969 1721427637.0120
MEM 194.292969 1721427637.1210
MEM 194.292969 1721427637.2300
MEM 194.292969 1721427637.3400
MEM 194.292969 1721427637.4492
MEM 194.292969 1721427637.5565
MEM 194.292969 1721427637.6670
MEM 194.292969 1721427637.7762
MEM 194.292969 1721427637.8870
MEM 194.292969 1721427637.9970
MEM 193.429688 1721427638.1070
MEM 194.292969 1721427638.2190
MEM 194.292969 1721427638.3290
MEM 194.292969 1721427638.4410
MEM 194.292969 1721427638.5530
MEM 194.292969 1721427638.6650
MEM 194.292969 1721427638.7745
MEM 193.429688 1721427638.8865
MEM 194.292969 1721427638.9985
MEM 194.292969 1721427639.1105
MEM 193.429688 1721427639.2204
MEM 194.292969 1721427639.3294
MEM 194.292969 1721427639.4384
MEM 194.292969 1721427639.5504
MEM 194.292969 1721427639.6622
MEM 194.292969 1721427639.7719
MEM 194.292969 1721427639.8817
MEM 194.292969 1721427639.9937
MEM 194.292969 1721427640.1057
MEM 193.429688 1721427640.2169
MEM 194.292969 1721427640.3277
MEM 194.292969 1721427640.4369
MEM 194.292969 1721427640.5469
MEM 193.429688 1721427640.6569
MEM 194.292969 1721427640.7657
MEM 194.292969 1721427640.8767
MEM 194.292969 1721427640.9887
MEM 194.292969 1721427641.1007
MEM 194.292969 1721427641.2119
MEM 193.429688 1721427641.3209
MEM 194.292969 1721427641.4323
MEM 194.292969 1721427641.5423
MEM 194.292969 1721427641.6523
MEM 193.429688 1721427641.7643
MEM 194.292969 1721427641.8753
MEM 194.292969 1721427641.9863
MEM 194.292969 1721427642.0984
MEM 194.300781 1721427642.2099
MEM 194.300781 1721427642.3200
MEM 194.300781 1721427642.4300
MEM 194.300781 1721427642.5400
MEM 193.437500 1721427642.6500
MEM 194.312500 1721427642.7619
MEM 194.312500 1721427642.8739
MEM 194.312500 1721427642.9828
MEM 193.449219 1721427643.0918
MEM 194.312500 1721427643.2039
MEM 194.312500 1721427643.3118
MEM 194.312500 1721427643.4213
MEM 194.312500 1721427643.5303
MEM 194.312500 1721427643.6413
MEM 194.312500 1721427643.7508
MEM 194.312500 1721427643.8584
MEM 194.281250 1721427643.9704
MEM 194.281250 1721427644.0823
MEM 194.281250 1721427644.1923
MEM 194.281250 1721427644.3038
MEM 194.281250 1721427644.4153
MEM 194.281250 1721427644.5253
MEM 194.281250 1721427644.6343
MEM 194.281250 1721427644.7453
MEM 193.417969 1721427644.8572
MEM 194.281250 1721427644.9672
MEM 194.281250 1721427645.0772
MEM 194.281250 1721427645.1882
MEM 193.417969 1721427645.2998
MEM 194.281250 1721427645.4098
MEM 194.281250 1721427645.5208
MEM 194.281250 1721427645.6308
MEM 194.281250 1721427645.7422
MEM 194.281250 1721427645.8538
MEM 194.281250 1721427645.9648
MEM 194.281250 1721427646.0758
MEM 194.281250 1721427646.1858
MEM 193.417969 1721427646.2948
MEM 194.281250 1721427646.4038
MEM 194.281250 1721427646.5138
MEM 193.417969 1721427646.6238
MEM 194.281250 1721427646.7342
MEM 194.281250 1721427646.8462
MEM 194.281250 1721427646.9582
MEM 194.281250 1721427647.0697
MEM 194.281250 1721427647.1817
MEM 194.281250 1721427647.2928
MEM 193.417969 1721427647.4018
MEM 194.281250 1721427647.5138
MEM 194.281250 1721427647.6258
MEM 194.281250 1721427647.7378
MEM 194.281250 1721427647.8498
MEM 194.281250 1721427647.9618
MEM 194.281250 1721427648.0738
MEM 194.281250 1721427648.1842
MEM 194.281250 1721427648.2932
MEM 194.281250 1721427648.4052
MEM 194.281250 1721427648.5157
MEM 194.281250 1721427648.6252
MEM 193.417969 1721427648.7352
MEM 194.281250 1721427648.8472
MEM 194.281250 1721427648.9582
MEM 194.281250 1721427649.0702
MEM 194.281250 1721427649.1822
MEM 194.281250 1721427649.2921
MEM 194.281250 1721427649.4017
MEM 194.281250 1721427649.5111
MEM 193.417969 1721427649.6232
MEM 194.281250 1721427649.7326
MEM 193.417969 1721427649.8430
MEM 194.281250 1721427649.9530
MEM 194.281250 1721427650.0641
MEM 194.281250 1721427650.1742
MEM 194.281250 1721427650.2861
MEM 194.296875 1721427650.3961
MEM 194.296875 1721427650.5071
MEM 194.296875 1721427650.6150
MEM 194.296875 1721427650.7250
MEM 194.296875 1721427650.8361
MEM 194.312500 1721427650.9481
MEM 194.312500 1721427651.0595
MEM 193.449219 1721427651.1701
MEM 194.312500 1721427651.2791
MEM 194.312500 1721427651.3901
MEM 194.312500 1721427651.5001
MEM 194.312500 1721427651.6102
MEM 194.312500 1721427651.7201
MEM 194.312500 1721427651.8311
MEM 194.312500 1721427651.9411
MEM 194.312500 1721427652.0501
MEM 194.292969 1721427652.1611
MEM 193.429688 1721427652.2731
MEM 194.292969 1721427652.3821
MEM 194.292969 1721427652.4911
MEM 194.292969 1721427652.6026
MEM 194.292969 1721427652.7146
MEM 194.292969 1721427652.8266
MEM 194.292969 1721427652.9386
MEM 193.429688 1721427653.0466
MEM 194.292969 1721427653.1586
MEM 194.292969 1721427653.2685
MEM 193.429688 1721427653.3786
MEM 194.292969 1721427653.4876
MEM 194.292969 1721427653.5990
MEM 194.292969 1721427653.7100
MEM 194.292969 1721427653.8196
MEM 194.292969 1721427653.9316
MEM 194.292969 1721427654.0400
MEM 194.292969 1721427654.1510
MEM 194.292969 1721427654.2630
MEM 193.429688 1721427654.3746
MEM 194.292969 1721427654.4860
MEM 194.292969 1721427654.5980
MEM 194.292969 1721427654.7050
MEM 193.429688 1721427654.8136
MEM 194.292969 1721427654.9256
MEM 194.292969 1721427655.0366
MEM 194.292969 1721427655.1476
MEM 194.292969 1721427655.2576
MEM 194.292969 1721427655.3690
MEM 193.429688 1721427655.4809
MEM 194.292969 1721427655.5920
MEM 194.292969 1721427655.7035
MEM 194.292969 1721427655.8155
MEM 194.292969 1721427655.9250
MEM 194.292969 1721427656.0350
MEM 194.292969 1721427656.1470
MEM 194.292969 1721427656.2575
MEM 194.292969 1721427656.3660
MEM 194.292969 1721427656.4780
MEM 194.292969 1721427656.5900
MEM 194.292969 1721427656.7020
MEM 193.429688 1721427656.8100
MEM 194.292969 1721427656.9180
MEM 194.292969 1721427657.0285
MEM 194.292969 1721427657.1380
MEM 193.429688 1721427657.2467
MEM 194.292969 1721427657.3567
MEM 194.292969 1721427657.4687
MEM 194.292969 1721427657.5787
MEM 194.292969 1721427657.6907
MEM 194.292969 1721427657.7997
MEM 194.292969 1721427657.9117
MEM 194.292969 1721427658.0237
MEM 193.429688 1721427658.1357
MEM 194.292969 1721427658.2457
MEM 193.429688 1721427658.3567
MEM 194.292969 1721427658.4657
MEM 194.300781 1721427658.5765
MEM 194.300781 1721427658.6885
MEM 194.300781 1721427658.7985
MEM 194.300781 1721427658.9105
MEM 194.300781 1721427659.0175
MEM 194.312500 1721427659.1285
MEM 193.449219 1721427659.2385
MEM 194.312500 1721427659.3475
MEM 194.312500 1721427659.4565
MEM 194.312500 1721427659.5665
MEM 193.449219 1721427659.6759
MEM 194.312500 1721427659.7859
MEM 194.312500 1721427659.8979
MEM 194.312500 1721427660.0079
MEM 194.312500 1721427660.1199
MEM 194.312500 1721427660.2295
MEM 194.281250 1721427660.3399
MEM 194.281250 1721427660.4494
MEM 194.281250 1721427660.5579
MEM 194.281250 1721427660.6675
MEM 193.417969 1721427660.7758
MEM 194.281250 1721427660.8859
MEM 194.281250 1721427660.9944
MEM 194.281250 1721427661.1059
MEM 194.281250 1721427661.2142
MEM 194.281250 1721427661.3246
MEM 194.281250 1721427661.4353
MEM 194.281250 1721427661.5448
MEM 194.281250 1721427661.6563
MEM 194.281250 1721427661.7659
MEM 193.417969 1721427661.8778
MEM 194.281250 1721427661.9898
MEM 194.281250 1721427662.1018
MEM 194.281250 1721427662.2139
MEM 194.281250 1721427662.3258
MEM 194.281250 1721427662.4355
MEM 194.281250 1721427662.5455
MEM 194.281250 1721427662.6532
MEM 194.281250 1721427662.7648
MEM 194.281250 1721427662.8744
MEM 194.281250 1721427662.9858
MEM 194.281250 1721427663.0948
MEM 194.281250 1721427663.2052
MEM 194.281250 1721427663.3154
MEM 194.281250 1721427663.4230
MEM 194.281250 1721427663.5334
MEM 193.417969 1721427663.6424
MEM 194.281250 1721427663.7508
MEM 194.281250 1721427663.8613
MEM 194.281250 1721427663.9728
MEM 194.281250 1721427664.0818
MEM 194.281250 1721427664.1933
MEM 194.281250 1721427664.3013
MEM 194.281250 1721427664.4128
MEM 194.281250 1721427664.5238
MEM 194.281250 1721427664.6333
MEM 193.417969 1721427664.7433
MEM 194.281250 1721427664.8533
MEM 194.281250 1721427664.9652
MEM 194.281250 1721427665.0763
MEM 193.417969 1721427665.1863
MEM 194.281250 1721427665.2978
MEM 194.281250 1721427665.4068
MEM 194.281250 1721427665.5188
MEM 194.281250 1721427665.6308
MEM 194.281250 1721427665.7427
MEM 194.281250 1721427665.8545
MEM 194.281250 1721427665.9644
MEM 194.281250 1721427666.0733
MEM 194.281250 1721427666.1807
MEM 194.281250 1721427666.2917
MEM 194.281250 1721427666.4022
MEM 193.417969 1721427666.5123
MEM 194.281250 1721427666.6223
