CMDLINE C:\Python310\python.exe main.py
MEM 194.027344 1721427527.6637
MEM 194.027344 1721427527.7757
MEM 194.027344 1721427527.8877
MEM 194.042969 1721427527.9997
MEM 194.042969 1721427528.1107
MEM 194.042969 1721427528.2217
MEM 193.179688 1721427528.3337
MEM 194.042969 1721427528.4457
MEM 194.042969 1721427528.5546
MEM 194.046875 1721427528.6666
MEM 194.046875 1721427528.7786
MEM 194.046875 1721427528.8886
MEM 194.046875 1721427528.9976
MEM 194.046875 1721427529.1061
MEM 194.019531 1721427529.2171
MEM 194.019531 1721427529.3291
MEM 193.156250 1721427529.4411
MEM 194.019531 1721427529.5530
MEM 194.023438 1721427529.6650
MEM 194.023438 1721427529.7770
MEM 194.023438 1721427529.8886
MEM 194.023438 1721427529.9986
MEM 194.023438 1721427530.1090
MEM 194.023438 1721427530.2190
MEM 194.023438 1721427530.3300
MEM 194.023438 1721427530.4390
MEM 194.023438 1721427530.5480
MEM 194.027344 1721427530.6571
MEM 193.164062 1721427530.7663
MEM 194.027344 1721427530.8750
MEM 194.027344 1721427530.9850
MEM 194.027344 1721427531.0970
MEM 194.027344 1721427531.2066
MEM 194.027344 1721427531.3165
MEM 194.027344 1721427531.4276
MEM 194.027344 1721427531.5370
MEM 194.027344 1721427531.6460
MEM 194.031250 1721427531.7550
MEM 194.031250 1721427531.8642
MEM 194.031250 1721427531.9742
MEM 194.031250 1721427532.0850
MEM 194.031250 1721427532.1950
MEM 193.167969 1721427532.3030
MEM 194.031250 1721427532.4110
MEM 194.031250 1721427532.5210
MEM 194.031250 1721427532.6291
MEM 193.171875 1721427532.7380
MEM 194.035156 1721427532.8475
MEM 194.035156 1721427532.9585
MEM 194.035156 1721427533.0680
MEM 193.171875 1721427533.1775
MEM 194.035156 1721427533.2889
MEM 194.035156 1721427533.4010
MEM 194.035156 1721427533.5120
MEM 194.035156 1721427533.6229
MEM 194.039062 1721427533.7329
MEM 193.175781 1721427533.8450
MEM 194.039062 1721427533.9570
MEM 194.039062 1721427534.0690
MEM 194.039062 1721427534.1800
MEM 194.039062 1721427534.2910
MEM 194.039062 1721427534.4030
MEM 194.039062 1721427534.5150
MEM 194.039062 1721427534.6270
MEM 193.179688 1721427534.7370
MEM 194.042969 1721427534.8490
MEM 194.042969 1721427534.9610
MEM 194.042969 1721427535.0730
MEM 194.042969 1721427535.1830
MEM 194.042969 1721427535.2950
MEM 194.042969 1721427535.4050
MEM 194.042969 1721427535.5170
MEM 194.054688 1721427535.6250
MEM 194.054688 1721427535.7370
MEM 194.058594 1721427535.8470
MEM 193.195312 1721427535.9570
MEM 194.058594 1721427536.0689
MEM 194.058594 1721427536.1797
MEM 194.074219 1721427536.2882
MEM 194.074219 1721427536.3963
MEM 194.074219 1721427536.5063
MEM 194.074219 1721427536.6152
MEM 194.074219 1721427536.7242
MEM 194.078125 1721427536.8352
MEM 194.078125 1721427536.9442
MEM 194.078125 1721427537.0532
MEM 194.078125 1721427537.1652
MEM 194.078125 1721427537.2772
MEM 194.058594 1721427537.3889
MEM 194.058594 1721427537.5009
MEM 194.058594 1721427537.6128
MEM 194.058594 1721427537.7248
MEM 194.062500 1721427537.8344
MEM 194.062500 1721427537.9433
MEM 194.062500 1721427538.0538
MEM 193.199219 1721427538.1618
MEM 194.062500 1721427538.2738
MEM 194.062500 1721427538.3838
MEM 194.062500 1721427538.4959
MEM 194.062500 1721427538.6078
MEM 194.062500 1721427538.7173
MEM 194.066406 1721427538.8294
MEM 194.066406 1721427538.9414
MEM 194.066406 1721427539.0518
MEM 194.066406 1721427539.1624
MEM 194.066406 1721427539.2738
MEM 194.066406 1721427539.3849
MEM 194.066406 1721427539.4968
MEM 194.066406 1721427539.6088
MEM 194.066406 1721427539.7188
MEM 194.066406 1721427539.8268
MEM 194.070312 1721427539.9368
MEM 194.070312 1721427540.0458
MEM 194.070312 1721427540.1569
MEM 194.070312 1721427540.2688
MEM 194.070312 1721427540.3808
MEM 194.070312 1721427540.4928
MEM 193.207031 1721427540.6044
MEM 194.070312 1721427540.7164
MEM 194.070312 1721427540.8268
MEM 194.074219 1721427540.9363
MEM 194.074219 1721427541.0464
MEM 194.074219 1721427541.1563
MEM 194.074219 1721427541.2658
MEM 194.074219 1721427541.3772
MEM 194.074219 1721427541.4878
MEM 193.210938 1721427541.5988
MEM 194.074219 1721427541.7093
MEM 194.074219 1721427541.8203
MEM 193.214844 1721427541.9323
MEM 194.078125 1721427542.0427
MEM 194.078125 1721427542.1542
MEM 194.078125 1721427542.2648
MEM 194.078125 1721427542.3733
MEM 194.078125 1721427542.4844
MEM 194.078125 1721427542.5947
MEM 193.214844 1721427542.7047
MEM 194.078125 1721427542.8167
MEM 194.082031 1721427542.9282
MEM 194.082031 1721427543.0403
MEM 194.082031 1721427543.1523
MEM 194.082031 1721427543.2623
MEM 194.082031 1721427543.3737
MEM 194.082031 1721427543.4853
MEM 194.082031 1721427543.5962
MEM 194.082031 1721427543.7042
MEM 194.089844 1721427543.8163
MEM 194.089844 1721427543.9243
MEM 193.230469 1721427544.0333
MEM 194.093750 1721427544.1443
MEM 194.093750 1721427544.2527
MEM 194.093750 1721427544.3627
MEM 193.242188 1721427544.4743
MEM 194.105469 1721427544.5862
MEM 194.105469 1721427544.6983
MEM 194.105469 1721427544.8083
MEM 194.105469 1721427544.9203
MEM 194.046875 1721427545.0282
MEM 194.046875 1721427545.1372
MEM 194.046875 1721427545.2482
MEM 193.183594 1721427545.3582
MEM 194.046875 1721427545.4702
MEM 194.019531 1721427545.5822
MEM 194.019531 1721427545.6943
MEM 194.019531 1721427545.8062
MEM 194.019531 1721427545.9183
MEM 194.023438 1721427546.0276
MEM 194.023438 1721427546.1392
MEM 194.023438 1721427546.2492
MEM 194.023438 1721427546.3592
MEM 193.160156 1721427546.4712
MEM 194.023438 1721427546.5822
MEM 194.023438 1721427546.6922
MEM 194.023438 1721427546.7992
MEM 193.160156 1721427546.9082
MEM 194.027344 1721427547.0182
MEM 194.027344 1721427547.1292
MEM 194.027344 1721427547.2412
MEM 194.027344 1721427547.3530
MEM 194.027344 1721427547.4610
MEM 194.027344 1721427547.5716
MEM 194.027344 1721427547.6826
MEM 193.164062 1721427547.7936
MEM 194.027344 1721427547.9052
MEM 194.027344 1721427548.0172
MEM 194.031250 1721427548.1272
MEM 194.031250 1721427548.2372
MEM 194.031250 1721427548.3481
MEM 194.031250 1721427548.4591
MEM 194.031250 1721427548.5711
MEM 194.031250 1721427548.6812
MEM 194.031250 1721427548.7917
MEM 193.167969 1721427548.9037
MEM 194.031250 1721427549.0157
MEM 194.035156 1721427549.1232
MEM 194.035156 1721427549.2351
MEM 194.035156 1721427549.3471
MEM 194.035156 1721427549.4571
MEM 194.035156 1721427549.5671
MEM 194.035156 1721427549.6791
MEM 194.035156 1721427549.7911
MEM 193.171875 1721427549.9031
MEM 194.035156 1721427550.0111
MEM 194.039062 1721427550.1231
MEM 194.039062 1721427550.2331
MEM 194.039062 1721427550.3431
MEM 194.039062 1721427550.4551
MEM 194.039062 1721427550.5661
MEM 194.039062 1721427550.6772
MEM 194.039062 1721427550.7891
MEM 194.039062 1721427550.9011
MEM 193.175781 1721427551.0131
MEM 194.042969 1721427551.1251
MEM 194.042969 1721427551.2371
MEM 194.042969 1721427551.3481
MEM 194.042969 1721427551.4591
MEM 194.042969 1721427551.5711
MEM 194.042969 1721427551.6831
MEM 194.042969 1721427551.7931
MEM 194.042969 1721427551.9011
MEM 194.054688 1721427552.0101
MEM 194.054688 1721427552.1211
MEM 194.058594 1721427552.2330
MEM 193.195312 1721427552.3421
MEM 194.058594 1721427552.4521
MEM 194.058594 1721427552.5591
MEM 194.074219 1721427552.6690
MEM 193.210938 1721427552.7791
MEM 194.074219 1721427552.8870
MEM 194.074219 1721427552.9971
MEM 194.074219 1721427553.1041
MEM 194.078125 1721427553.2151
MEM 194.078125 1721427553.3261
MEM 194.078125 1721427553.4351
MEM 194.078125 1721427553.5450
MEM 194.078125 1721427553.6520
MEM 194.078125 1721427553.7610
MEM 194.054688 1721427553.8730
MEM 194.054688 1721427553.9850
MEM 194.054688 1721427554.0970
MEM 194.058594 1721427554.2050
MEM 194.058594 1721427554.3130
MEM 194.058594 1721427554.4230
MEM 194.058594 1721427554.5345
MEM 194.058594 1721427554.6460
MEM 194.058594 1721427554.7550
MEM 194.058594 1721427554.8650
MEM 193.195312 1721427554.9740
MEM 194.058594 1721427555.0860
MEM 194.058594 1721427555.1980
MEM 194.062500 1721427555.3100
MEM 194.062500 1721427555.4220
MEM 194.062500 1721427555.5320
MEM 194.062500 1721427555.6420
MEM 194.062500 1721427555.7538
MEM 194.062500 1721427555.8640
MEM 194.062500 1721427555.9740
MEM 194.062500 1721427556.0830
MEM 194.062500 1721427556.1900
MEM 194.066406 1721427556.3000
MEM 194.066406 1721427556.4080
MEM 193.203125 1721427556.5194
MEM 194.066406 1721427556.6309
MEM 194.066406 1721427556.7409
MEM 194.066406 1721427556.8529
MEM 194.066406 1721427556.9649
MEM 194.066406 1721427557.0770
MEM 194.066406 1721427557.1889
MEM 194.070312 1721427557.2989
MEM 193.207031 1721427557.4069
MEM 194.070312 1721427557.5169
MEM 194.070312 1721427557.6289
MEM 194.070312 1721427557.7409
MEM 193.207031 1721427557.8509
MEM 194.070312 1721427557.9599
MEM 194.070312 1721427558.0709
MEM 194.070312 1721427558.1829
MEM 194.074219 1721427558.2939
MEM 194.074219 1721427558.4049
MEM 194.074219 1721427558.5149
MEM 194.074219 1721427558.6269
MEM 193.210938 1721427558.7389
MEM 194.074219 1721427558.8489
MEM 194.074219 1721427558.9589
MEM 194.074219 1721427559.0709
MEM 194.074219 1721427559.1829
MEM 194.078125 1721427559.2949
MEM 194.078125 1721427559.4069
MEM 193.214844 1721427559.5189
MEM 194.078125 1721427559.6309
MEM 194.078125 1721427559.7429
MEM 194.078125 1721427559.8549
MEM 194.078125 1721427559.9669
MEM 194.078125 1721427560.0789
MEM 194.085938 1721427560.1909
MEM 194.085938 1721427560.3029
MEM 193.226562 1721427560.4149
MEM 194.089844 1721427560.5269
MEM 194.089844 1721427560.6389
MEM 194.089844 1721427560.7509
MEM 194.105469 1721427560.8629
MEM 194.105469 1721427560.9748
MEM 194.105469 1721427561.0869
MEM 194.105469 1721427561.1983
MEM 194.105469 1721427561.3103
MEM 193.246094 1721427561.4223
MEM 194.109375 1721427561.5343
MEM 194.109375 1721427561.6463
MEM 194.109375 1721427561.7578
MEM 194.109375 1721427561.8699
MEM 194.082031 1721427561.9819
MEM 194.082031 1721427562.0918
MEM 194.082031 1721427562.2038
MEM 193.218750 1721427562.3133
MEM 194.085938 1721427562.4248
MEM 194.085938 1721427562.5368
MEM 194.085938 1721427562.6488
MEM 194.085938 1721427562.7588
MEM 194.085938 1721427562.8708
MEM 194.085938 1721427562.9828
MEM 194.085938 1721427563.0928
MEM 193.222656 1721427563.2048
MEM 194.085938 1721427563.3168
MEM 194.089844 1721427563.4288
MEM 194.089844 1721427563.5396
MEM 194.089844 1721427563.6508
MEM 194.089844 1721427563.7628
MEM 194.089844 1721427563.8742
MEM 194.089844 1721427563.9857
MEM 194.089844 1721427564.0977
MEM 193.226562 1721427564.2077
MEM 194.089844 1721427564.3198
MEM 194.093750 1721427564.4298
MEM 194.093750 1721427564.5418
MEM 194.093750 1721427564.6538
MEM 194.093750 1721427564.7622
MEM 194.093750 1721427564.8738
MEM 194.093750 1721427564.9858
MEM 194.093750 1721427565.0958
MEM 194.093750 1721427565.2027
MEM 193.230469 1721427565.3138
MEM 194.093750 1721427565.4237
MEM 194.097656 1721427565.5358
MEM 194.097656 1721427565.6478
MEM 194.097656 1721427565.7598
MEM 194.097656 1721427565.8718
MEM 194.097656 1721427565.9838
MEM 194.101562 1721427566.0938
MEM 194.101562 1721427566.2047
MEM 194.101562 1721427566.3152
MEM 194.101562 1721427566.4272
MEM 194.105469 1721427566.5382
MEM 193.242188 1721427566.6502
MEM 194.105469 1721427566.7601
MEM 194.105469 1721427566.8697
MEM 194.105469 1721427566.9817
MEM 194.105469 1721427567.0911
MEM 194.105469 1721427567.2031
MEM 194.105469 1721427567.3121
MEM 194.105469 1721427567.4211
MEM 194.109375 1721427567.5311
MEM 194.109375 1721427567.6431
MEM 193.246094 1721427567.7551
MEM 194.109375 1721427567.8660
MEM 194.109375 1721427567.9760
MEM 194.109375 1721427568.0880
MEM 194.109375 1721427568.2000
MEM 194.109375 1721427568.3110
MEM 194.121094 1721427568.4210
MEM 194.125000 1721427568.5290
MEM 193.261719 1721427568.6400
MEM 194.125000 1721427568.7520
MEM 194.125000 1721427568.8640
MEM 194.140625 1721427568.9760
MEM 194.140625 1721427569.0881
MEM 194.140625 1721427569.2001
MEM 194.144531 1721427569.3121
MEM 194.144531 1721427569.4241
MEM 194.148438 1721427569.5361
MEM 193.285156 1721427569.6471
MEM 194.148438 1721427569.7571
MEM 194.148438 1721427569.8691
MEM 194.148438 1721427569.9811
MEM 194.148438 1721427570.0911
MEM 194.121094 1721427570.2011
MEM 194.121094 1721427570.3131
MEM 194.121094 1721427570.4231
MEM 194.121094 1721427570.5351
MEM 194.125000 1721427570.6450
MEM 194.125000 1721427570.7561
MEM 194.125000 1721427570.8661
MEM 194.125000 1721427570.9750
MEM 194.125000 1721427571.0866
MEM 194.125000 1721427571.1976
MEM 194.125000 1721427571.3080
MEM 194.125000 1721427571.4200
MEM 194.125000 1721427571.5300
MEM 194.128906 1721427571.6420
MEM 194.128906 1721427571.7526
MEM 193.265625 1721427571.8646
MEM 194.128906 1721427571.9746
MEM 194.128906 1721427572.0846
MEM 194.128906 1721427572.1960
MEM 194.128906 1721427572.3080
MEM 194.128906 1721427572.4180
MEM 194.128906 1721427572.5287
MEM 194.132812 1721427572.6390
MEM 194.132812 1721427572.7490
MEM 194.132812 1721427572.8610
MEM 194.132812 1721427572.9730
MEM 194.132812 1721427573.0830
MEM 193.269531 1721427573.1940
MEM 194.132812 1721427573.3057
MEM 194.132812 1721427573.4176
MEM 194.132812 1721427573.5295
MEM 194.136719 1721427573.6415
MEM 194.136719 1721427573.7530
MEM 194.136719 1721427573.8650
MEM 194.136719 1721427573.9770
MEM 194.136719 1721427574.0890
MEM 194.136719 1721427574.2010
MEM 194.136719 1721427574.3125
MEM 194.136719 1721427574.4225
MEM 194.136719 1721427574.5335
MEM 194.136719 1721427574.6442
MEM 194.140625 1721427574.7542
MEM 193.277344 1721427574.8662
MEM 194.140625 1721427574.9782
MEM 194.140625 1721427575.0902
MEM 194.140625 1721427575.2022
MEM 194.140625 1721427575.3142
MEM 194.140625 1721427575.4262
MEM 194.140625 1721427575.5375
MEM 194.140625 1721427575.6489
MEM 193.281250 1721427575.7579
