CMDLINE C:\Python310\python.exe main.py
MEM 264.414062 1721678705.8065
MEM 255.988281 1721678705.9186
MEM 256.925781 1721678706.0295
MEM 236.515625 1721678706.1410
MEM 256.191406 1721678706.2515
MEM 254.472656 1721678706.3615
MEM 237.558594 1721678706.4700
MEM 260.699219 1721678706.5815
MEM 258.179688 1721678706.6920
MEM 241.058594 1721678706.8040
MEM 257.316406 1721678706.9160
MEM 237.808594 1721678707.0264
MEM 252.125000 1721678707.1384
MEM 265.925781 1721678707.2484
MEM 255.167969 1721678707.3584
MEM 238.015625 1721678707.4674
MEM 264.050781 1721678707.5770
MEM 258.035156 1721678707.6864
MEM 244.718750 1721678707.7964
MEM 241.824219 1721678707.9074
MEM 264.054688 1721678708.0164
MEM 257.457031 1721678708.1260
MEM 257.187500 1721678708.2354
MEM 253.480469 1721678708.3444
MEM 257.703125 1721678708.4550
MEM 268.449219 1721678708.5645
MEM 258.046875 1721678708.6750
MEM 256.304688 1721678708.7864
MEM 266.593750 1721678708.8964
MEM 264.996094 1721678709.0070
MEM 256.683594 1721678709.1164
MEM 268.562500 1721678709.2279
MEM 261.234375 1721678709.3400
MEM 240.761719 1721678709.4509
MEM 238.050781 1721678709.5609
MEM 265.285156 1721678709.6699
MEM 258.679688 1721678709.7789
MEM 256.855469 1721678709.8905
MEM 259.199219 1721678710.0025
MEM 266.445312 1721678710.1144
MEM 267.324219 1721678710.2264
MEM 254.722656 1721678710.3379
MEM 268.195312 1721678710.4499
MEM 257.378906 1721678710.5609
MEM 264.136719 1721678710.6724
MEM 270.109375 1721678710.7844
MEM 258.445312 1721678710.8945
MEM 261.363281 1721678711.0063
MEM 258.914062 1721678711.1183
MEM 268.414062 1721678711.2283
MEM 260.644531 1721678711.3403
MEM 242.742188 1721678711.4523
MEM 266.714844 1721678711.5643
MEM 258.105469 1721678711.6753
MEM 239.878906 1721678711.7873
MEM 256.707031 1721678711.8993
MEM 270.695312 1721678712.0073
MEM 268.882812 1721678712.1193
MEM 261.226562 1721678712.2263
MEM 260.871094 1721678712.3354
MEM 265.902344 1721678712.4453
MEM 263.812500 1721678712.5573
MEM 269.613281 1721678712.6683
MEM 269.015625 1721678712.7783
MEM 262.089844 1721678712.8903
MEM 272.355469 1721678713.0003
MEM 261.957031 1721678713.1123
MEM 261.921875 1721678713.2203
MEM 268.820312 1721678713.3309
MEM 240.597656 1721678713.4398
MEM 269.382812 1721678713.5498
MEM 246.230469 1721678713.6603
MEM 272.988281 1721678713.7693
MEM 268.601562 1721678713.8805
MEM 266.230469 1721678713.9893
MEM 268.632812 1721678714.0987
MEM 247.039062 1721678714.2068
MEM 240.964844 1721678714.3183
MEM 264.531250 1721678714.4282
MEM 261.136719 1721678714.5358
MEM 267.972656 1721678714.6456
MEM 251.511719 1721678714.7553
MEM 268.921875 1721678714.8652
MEM 268.007812 1721678714.9753
MEM 265.253906 1721678715.0852
MEM 262.285156 1721678715.1953
MEM 260.382812 1721678715.3062
MEM 271.222656 1721678715.4162
MEM 241.464844 1721678715.5252
MEM 243.156250 1721678715.6368
MEM 271.187500 1721678715.7462
MEM 263.699219 1721678715.8572
MEM 260.789062 1721678715.9675
MEM 269.921875 1721678716.0766
MEM 260.941406 1721678716.1882
MEM 261.003906 1721678716.2958
MEM 247.578125 1721678716.4035
MEM 266.355469 1721678716.5132
MEM 263.855469 1721678716.6234
MEM 261.316406 1721678716.7314
MEM 261.351562 1721678716.8408
MEM 261.402344 1721678716.9502
MEM 255.925781 1721678717.0597
MEM 263.527344 1721678717.1702
MEM 242.167969 1721678717.2799
MEM 263.542969 1721678717.3912
MEM 265.433594 1721678717.5032
MEM 272.148438 1721678717.6142
MEM 261.910156 1721678717.7262
MEM 265.980469 1721678717.8336
MEM 272.097656 1721678717.9422
MEM 265.394531 1721678718.0527
MEM 262.128906 1721678718.1638
MEM 266.136719 1721678718.2733
MEM 262.308594 1721678718.3846
MEM 244.546875 1721678718.4934
MEM 262.460938 1721678718.6034
MEM 265.339844 1721678718.7139
MEM 263.949219 1721678718.8237
MEM 262.996094 1721678718.9357
MEM 260.855469 1721678719.0457
MEM 248.445312 1721678719.1577
MEM 273.031250 1721678719.2677
MEM 261.964844 1721678719.3797
MEM 243.058594 1721678719.4917
MEM 243.109375 1721678719.6037
MEM 247.753906 1721678719.7157
MEM 263.500000 1721678719.8277
MEM 269.476562 1721678719.9377
MEM 272.140625 1721678720.0497
MEM 263.367188 1721678720.1617
MEM 265.609375 1721678720.2717
MEM 272.671875 1721678720.3837
MEM 272.542969 1721678720.4956
MEM 267.347656 1721678720.6056
MEM 269.695312 1721678720.7176
MEM 253.277344 1721678720.8296
MEM 272.804688 1721678720.9416
MEM 262.398438 1721678721.0536
MEM 243.714844 1721678721.1656
MEM 248.949219 1721678721.2776
MEM 261.222656 1721678721.3886
MEM 266.007812 1721678721.4996
MEM 243.898438 1721678721.6116
MEM 264.312500 1721678721.7233
MEM 273.988281 1721678721.8346
MEM 270.484375 1721678721.9466
MEM 271.207031 1721678722.0566
MEM 244.093750 1721678722.1686
MEM 247.832031 1721678722.2806
MEM 266.109375 1721678722.3920
MEM 263.878906 1721678722.4997
MEM 276.195312 1721678722.6107
MEM 264.875000 1721678722.7187
MEM 264.941406 1721678722.8297
MEM 275.003906 1721678722.9397
MEM 266.601562 1721678723.0506
MEM 272.640625 1721678723.1626
MEM 270.437500 1721678723.2741
MEM 274.222656 1721678723.3860
MEM 271.597656 1721678723.4980
MEM 264.332031 1721678723.6086
MEM 279.812500 1721678723.7182
MEM 270.304688 1721678723.8276
MEM 244.691406 1721678723.9390
MEM 246.000000 1721678724.0510
MEM 265.652344 1721678724.1615
MEM 278.394531 1721678724.2685
MEM 273.746094 1721678724.3795
MEM 269.195312 1721678724.4886
MEM 265.449219 1721678724.5985
MEM 244.992188 1721678724.7066
MEM 269.097656 1721678724.8157
MEM 277.191406 1721678724.9275
MEM 269.527344 1721678725.0365
MEM 268.460938 1721678725.1485
MEM 267.660156 1721678725.2600
MEM 275.554688 1721678725.3715
MEM 279.378906 1721678725.4836
MEM 245.343750 1721678725.5951
MEM 278.925781 1721678725.7045
MEM 271.164062 1721678725.8156
MEM 266.683594 1721678725.9255
MEM 279.769531 1721678726.0355
MEM 271.054688 1721678726.1475
MEM 281.507812 1721678726.2575
MEM 271.453125 1721678726.3695
MEM 273.339844 1721678726.4815
MEM 280.824219 1721678726.5935
MEM 270.175781 1721678726.7045
MEM 271.769531 1721678726.8155
MEM 264.355469 1721678726.9275
MEM 267.312500 1721678727.0395
MEM 268.843750 1721678727.1515
MEM 269.132812 1721678727.2635
MEM 277.781250 1721678727.3735
MEM 271.699219 1721678727.4835
MEM 273.242188 1721678727.5935
MEM 282.839844 1721678727.7029
MEM 271.183594 1721678727.8114
MEM 268.554688 1721678727.9215
MEM 277.734375 1721678728.0335
MEM 269.261719 1721678728.1435
MEM 273.187500 1721678728.2559
MEM 268.078125 1721678728.3679
MEM 248.628906 1721678728.4779
MEM 270.964844 1721678728.5894
MEM 196.878906 1721678728.7507
